Product Name,Description,Price,Currency,Category,Product Type,Image URL
WhatsApp Business Automation Kit for Nigerian SMEs,Complete WhatsApp Business automation kit for Nigerian SMEs. Auto-reply templates for 15 common scenarios (pricing; hours; location; order; delivery; complaint). Quick reply shortcuts. Business profile setup guide. Catalog upload template. Broadcast message templates (12 ready-to-use). Label system for customer tracking. Just copy; paste; and customize.,3000,NGN,Micro-Niche,Digital,
Social Media Content Calendar for Nigerian Restaurants,30-day social media content calendar for Nigerian restaurants. 90 ready-to-post captions (3 per day). Hashtags for Nigerian food scene. Post ideas for: menu highlights; behind-the-scenes; customer reviews; promotions; holidays. Works for Instagram; Facebook; and Twitter. Just schedule and post.,2500,NGN,Micro-Niche,Digital,
Invoice Template Pack for Nigerian Freelancers — 5 Designs,Professional invoice template pack for Nigerian freelancers. 5 invoice designs (minimal; modern; corporate; creative; classic). Auto-calculates VAT (7.5%); WHT (5% or 10%); and total. Excel + Google Sheets versions. Pre-set with Nigerian banking details field. Payment terms template included. Just fill in and send.,2000,NGN,Micro-Niche,Digital,
CRM Spreadsheet for Nigerian Real Estate Agents,Complete CRM spreadsheet for Nigerian real estate agents. Track listings; buyers; sellers; commissions; viewings; and deals. Auto-calculates commission (5-10%). Property comparison sheet. Client follow-up tracker with reminders. Closing checklist. Pre-built with Nigerian property categories (land; bungalow; duplex; commercial). Just start adding clients.,3000,NGN,Micro-Niche,Digital,
Patient Tracker for Nigerian Clinic Owners — Excel Template,Patient tracking spreadsheet for Nigerian clinics. Track patient visits; diagnoses; prescriptions; follow-ups; and payments. Pre-set with common Nigerian health conditions. Automatic appointment reminders. Monthly revenue dashboard. Stock tracker for pharmacy. Works offline. Just enter patient data and everything auto-updates.,3500,NGN,Micro-Niche,Digital,
Inventory Tracker for Nigerian Provision Stores,Inventory and sales tracker for Nigerian provision stores. Track 200+ products with stock levels; reorder alerts; and profit margins. Pre-set with common Nigerian provisions (rice; beans; oil; sugar; milk; soap; etc.). Auto-calculates restocking dates. Daily/weekly/monthly sales dashboard. Supplier contact tracker. Works on any phone with Google Sheets. Just scan and enter.,2500,NGN,Micro-Niche,Digital,
Student Grade Tracker for Nigerian Teachers — Excel Template,Student grade tracker for Nigerian teachers (primary & secondary). Track 100 students across all subjects. Auto-calculates averages; positions; and term results. Report card generator. CASS/CA tracker. Pre-set with Nigerian grading system (A1-F9). Parent contact log. Just enter scores and reports generate automatically.,2500,NGN,Micro-Niche,Digital,
Construction Project Tracker for Nigerian Contractors,Project tracker for Nigerian construction contractors. Track 50+ projects with milestones; payments; materials; and labor. Auto-calculates profit/loss per project. Material usage tracker. Worker attendance + daily pay calculator. Client payment schedule with reminders. Pre-set with Nigerian construction categories. Just enter project details and track everything in one place.,4000,NGN,Micro-Niche,Digital,
Pharmacy Accounting Dashboard for Nigerian Pharmacists,Complete accounting dashboard for Nigerian pharmacy owners. Track sales (OTC and prescription); stock levels; expiry dates; supplier payments; and daily profit. Pre-set with 100+ common Nigerian drugs. Auto-alert for low stock and expiring drugs. Monthly P&L statement. Tax calculator (PAYE for staff; VAT for sales). Just enter daily sales and everything updates.,4000,NGN,Micro-Niche,Digital,
Salon Booking & Client Tracker for Nigerian Hair Salons,Complete salon management template for Nigerian hair and beauty businesses. Track 200+ clients with service history; preferred style; and spending. Appointment scheduler with SMS reminder templates. Product inventory for hair products. Daily/weekly revenue tracker. Stylist commission calculator (30/70; 40/60 split). Pre-set with Nigerian hair services (braids; weave; locks; etc.). Just add clients and start.,3000,NGN,Micro-Niche,Digital,
AI Health Assistant — Complete Build Guide & Source Code,Complete build guide for an AI health assistant platform. Covers symptom checker with AI; medication reminder system via WhatsApp; medical records storage; appointment booking; database schema (PostgreSQL); AI engine setup (Groq free tier); certificate generation; and deployment. Includes monetization tiers (Free to ₦10;000/month). Full source code examples included.,25000,NGN,SaaS,Digital,
AI Legal Document Generator — Build Guide for Nigerian Law,Complete build guide for an AI legal document generator. Automatically generates tenancy agreements; employment contracts; NDAs; loan agreements; partnership agreements; freelance contracts; sales agreements; and more. Covers Nigerian legal framework (CAMA 2020; Labour Act; Contract Law); AI prompt engineering for legal docs; database schema; and monetization (₦1;000 per doc to ₦50;000/mo enterprise).,20000,NGN,SaaS,Digital,
AI Education Platform — Complete Build Guide,Complete build guide for an AI-powered education platform. Features AI course generator (creates 10-lesson courses from any topic); 24/7 AI tutor chat; adaptive learning paths; quiz engine; progress tracking; certificate generation (jsPDF); and multi-language support. Full database schema; source code; and monetization tiers (Free to ₦150;000/mo institution). Targets students; professionals; schools; and government.,25000,NGN,SaaS,Digital,
AI Documentation Platform — Auto-Generate Docs from Code,Complete build guide for an AI documentation platform. Automatically generates API documentation; user guides; code documentation; and technical tutorials from source code. Covers AI-powered doc generation using Groq; markdown-to-HTML rendering; search functionality; version control integration; and auto-update on git push. Full source code and deployment guide.,18000,NGN,SaaS,Digital,
AI Cybersecurity Platform — Threat Detection & Response,Complete build guide for an AI cybersecurity platform. Covers threat detection using AI anomaly analysis; log monitoring; SIEM architecture; automated incident response; OWASP Top 10 protection; API security; NDPR compliance framework; and real-time alerting. Includes database schema; AI model setup; and deployment guide. Full source code examples.,25000,NGN,SaaS,Digital,
Website Builder — No-Code Platform Build Guide,Complete build guide for a no-code website builder. Drag-and-drop interface; template system; custom domain support; SEO optimization; responsive design; and one-click publish. Covers the full stack: React frontend; Node.js backend; template engine; asset management; and hosting. Includes monetization strategy (freemium to ₦50;000/mo enterprise).,25000,NGN,Developer Tools,Digital,
Mobile App Builder — No-Code Platform Guide,Complete build guide for a mobile app builder. Create native Android and iOS apps without coding. Covers component library; drag-and-drop builder; API integration; push notifications; offline support; and App Store/Play Store publishing. Full architecture; database schema; and deployment pipeline.,25000,NGN,Developer Tools,Digital,
Authentication-as-a-Service — Build Guide (JWT; OAuth2; 2FA),Complete build guide for an authentication-as-a-service system. Covers JWT tokens; OAuth2 (Google; Facebook; Apple); 2FA with SMS/OTP; biometric auth; session management; role-based access control (RBAC); password reset flows; and NDPR compliance. Full source code; API design; and integration examples for Nigerian apps.,20000,NGN,Developer Tools,Digital,
Payment Gateway — Complete Build Guide (Paystack Alternative),Complete build guide for a payment gateway. Covers payment processing architecture; card tokenization; bank transfer verification; USSD integration; webhook handling; split payments; refunds; settlement; and fraud detection. Includes Paystack/Stripe alternative design; database schema; API design; and PCI DSS compliance basics.,30000,NGN,FinTech,Digital,
Cloud Storage Platform — Complete Build Guide,Complete build guide for a cloud storage platform. Covers file upload/download; chunked uploads for large files; virus scanning; encryption at rest; CDN integration; file sharing with expiring links; versioning; and storage quotas. Full database schema; API design; and cost optimization for Nigerian hosting.,20000,NGN,Developer Tools,Digital,
ERP System Template — Complete Enterprise Resource Planning,Complete ERP system template for Nigerian businesses. Integrates inventory; sales; purchasing; accounting; HR; payroll; CRM; and reporting into one unified system. Includes modules for manufacturing; retail; and services. Full database schema; workflow diagrams; and implementation guide. Works as a template for building or migrating to a full ERP.,30000,NGN,Business Software,Digital,
Global Film Marketplace — Complete Build Guide (Netflix Model),Complete build guide for a global film marketplace. Covers video upload and transcoding (HLS/DASH); DRM protection; monetization (rental; purchase; subscription; ads); creator revenue splits; search and discovery; ratings and reviews; multi-language subtitles; and payment integration. Full database schema; API design; and CDN strategy.,25000,NGN,Marketplace,Digital,
Digital Asset Marketplace — Complete Build Guide (Envato Model),Complete build guide for a digital asset marketplace. Covers file upload; preview generation; watermarking; license management (personal; commercial; extended); download tracking; creator payouts; and dispute resolution. Supports images; templates; icons; fonts; 3D models; and audio. Full database schema; API design; and monetization.,25000,NGN,Marketplace,Digital,
Freelancer Marketplace — Complete Build Guide (Upwork Model),Complete build guide for a freelancer marketplace. Covers gig posting; proposals; milestones; escrow payments; dispute resolution; skill verification; ratings; and portfolio hosting. Includes chat system; video calls; time tracking; and invoice generation. Full database schema; API design; and monetization (commission model).,25000,NGN,Marketplace,Digital,
Real Estate Marketplace — Complete Build Guide (PropertyPro Model),Complete build guide for a real estate marketplace. Covers property listings (rent/sale/shortlet); virtual tours; agent verification; mortgage calculator; affordability checker; saved searches; alert notifications; offer management; and commission tracking. Full database schema; API design; and monetization (listing fees; featured listings; agent subscriptions).,25000,NGN,Marketplace,Digital,
Course Marketplace — Complete Build Guide (Udemy Model),Complete build guide for a course marketplace. Covers course creation; video hosting; student enrollment; progress tracking; certificates; reviews; instructor payouts; coupon codes; bundles; and affiliate program. Includes search; recommendations; and multi-currency pricing. Full database schema; API design; and monetization (30% commission).,25000,NGN,Marketplace,Digital,
Newsletter Platform — Complete Build Guide (Substack Model),Complete build guide for a newsletter platform. Covers email composition; subscriber management; scheduling; A/B testing; analytics (open rate; click rate; unsubscribe rate); paid newsletters; RSS-to-email; and monetization (subscriptions; sponsored content; tips). Full database schema; API design; and SendGrid/Resend integration.,20000,NGN,Creator Economy,Digital,
Podcast Hosting Platform — Complete Build Guide,Complete build guide for a podcast hosting platform. Covers audio upload; transcoding; RSS feed generation; episode management; analytics (downloads; geography; devices); monetization (ads; subscriptions; donations); and distribution to Spotify; Apple Podcasts; and Google. Full database schema; API design; and storage optimization.,20000,NGN,Creator Economy,Digital,
Password Manager — Complete Build Guide (1Password Model),Complete build guide for a password manager. Covers encrypted vault (AES-256); master password; password generation; autofill browser extension; secure sharing; emergency access; breach monitoring; and cross-platform sync. Full source code; security architecture; and zero-knowledge encryption implementation.,20000,NGN,Security,Digital,
Secure File Sharing — End-to-End Encryption Build Guide,Complete build guide for secure file sharing system. Covers end-to-end encryption; expiring download links; password-protected shares; view-only mode; download tracking; watermarking; and NDPR compliance. Full source code; API design; and deployment guide for Nigerian businesses.,15000,NGN,Security,Digital,
Endpoint Monitoring System — Build Guide (CrowdStrike Model),Complete build guide for endpoint monitoring system. Covers agent installation; real-time monitoring; threat detection; patch management; device inventory; compliance reporting; alert system; and remote remediation. Full architecture; agent source code; server design; and dashboard wireframe.,20000,NGN,Security,Digital,
Team Collaboration Platform — Build Guide (Slack Model),Complete build guide for a team collaboration platform. Covers real-time chat; channels; threads; file sharing; video calls; screen sharing; task management; calendar integration; and search. Full database schema (WebSocket architecture); API design; and deployment guide. Competitor analysis: Slack; Microsoft Teams; Discord.,25000,NGN,Productivity,Digital,
Document Management System — Build Guide (DocuSign Model),Complete build guide for a document management system. Covers document upload; version control; approval workflows; electronic signatures; access control; full-text search; audit trails; and retention policies. Full database schema; API design; and NDPR compliance framework. Includes mobile app architecture.,20000,NGN,Productivity,Digital,
Cloud Notes App — Complete Build Guide (Notion Model),Complete build guide for cloud notes app. Covers rich text editing; markdown support; tags; notebooks; sharing; sync across devices; offline mode; search; and templates. Full database schema (CRDT for conflict-free sync); API design; and deployment. Competitor analysis: Notion; Evernote; Obsidian.,18000,NGN,Productivity,Digital,
Calendar & Scheduling System — Build Guide (Calendly Model),Complete build guide for a calendar and scheduling system. Covers event creation; recurring events; reminders; shared calendars; availability checking; booking links; group scheduling; time zone handling; and Google/Outlook sync. Full database schema; API design; and WhatsApp/Telegram notification integration.,18000,NGN,Productivity,Digital,
AI Marketing Agent — Content & Campaign Automation,Complete build guide for an AI marketing agent that creates content; schedules posts; analyzes campaigns; optimizes ad spend; and generates reports. Includes content calendar automation; A/B testing logic; ROI calculator; social media API integration; and brand voice training. Source code and deployment guide included.,18000,NGN,AI Agents,Digital,
Quantity Surveying Software Template — Nigerian Construction,Complete quantity surveying software template for Nigerian construction. Includes BOQ generation; material takeoff calculator; cost estimation by building type; rate analysis; cost database (July 2026 prices); project cost tracking; and variance analysis. Covers residential; commercial; and industrial projects.,20000,NGN,Construction Tech,Digital,
Contractor Management System — Construction Edition,Complete contractor management system template. Includes contractor database; contract templates; performance scoring; payment tracking; project assignment; work order management; compliance checklist; and rating system. Designed for Nigerian construction companies managing multiple contractors.,12000,NGN,Construction Tech,Digital,
Building Material Marketplace — Complete Build Guide,Complete building material marketplace design guide. Includes supplier database schema; price comparison logic; inventory aggregation; order management; delivery tracking; quality rating system; and payment integration. Full database schema; API design; and frontend wireframe included. Covers cement; blocks; iron; roofing; tiles; and more.,25000,NGN,Construction Tech,Digital,
Identity Verification (KYC) System — Nigerian Edition,Complete identity verification (KYC) system design guide for Nigerian platforms. Covers NIN verification; BVN validation; phone number verification; document upload; selfie verification; liveness detection; and integration with Smile ID; YouVerify; and Paystack KYC. Includes database schema; API design; and compliance requirements (NDPR).,20000,NGN,Security,Digital,
Threat Detection System — Design & Implementation Guide,Complete threat detection system design guide. Covers log monitoring; anomaly detection; SIEM architecture; alert rules; incident response playbook; and compliance reporting. Includes OWASP Top 10 protection guide; API security checklist; and Nigerian data protection (NDPR) compliance framework.,18000,NGN,Security,Digital,
Project Management Template — Team Edition,Complete project management template for Nigerian teams. Includes task tracker; Gantt chart; team workload calculator; time tracking; milestone tracking; risk register; meeting notes template; and project dashboard. Works in Excel; Google Sheets; or Notion. Designed for teams of 2-50 people.,10000,NGN,Productivity,Digital,
Digital Signature System — Nigerian Legal Compliant,Complete digital signature system design guide. Includes document workflow; signature capture; audit trail; legal validity in Nigeria (Evidence Act 2011); template builder; multi-signer support; and API design. Covers integration with existing document management systems.,15000,NGN,Productivity,Digital,
Online Course Platform — Complete Build Guide,Complete online course platform design guide. Includes course creation workflow; video hosting strategy; payment integration (Paystack/Stripe); student dashboard; progress tracking; certificate generation; quiz system; discussion forum; and instructor analytics. Full database schema and API design included.,25000,NGN,Creator Economy,Digital,
Music Distribution Platform — Complete Build Guide,Complete music distribution platform design guide. Covers artist registration; track upload; audio streaming; download management; royalty calculation; payment splits; analytics dashboard; and integration with streaming platforms. Full database schema; API design; and monetization strategies included.,25000,NGN,Creator Economy,Digital,
Video Hosting Platform — Complete Build Guide,Complete video hosting platform design guide. Covers video upload; transcoding; streaming (HLS/DASH); monetization (ads; subscription; pay-per-view); analytics; content moderation; and CDN strategy. Full database schema; API design; and cost optimization strategies included.,25000,NGN,Creator Economy,Digital,
API Marketplace — Complete Build Guide,Complete API marketplace design guide. Covers provider registration; API key management; usage metering; rate limiting; billing (per-call/monthly); documentation hosting; testing sandbox; and rating system. Full database schema; API gateway design; and monetization strategies included.,20000,NGN,Developer Tools,Digital,
AI Business Assistant — Complete Build Guide & Source Code,Complete build guide and template for creating an AI business assistant. Includes full source code for WhatsApp bot integration; AI engine setup using Groq (free); invoice generation; customer support automation; and deployment to Render. Covers monetization strategies (₦15k-₦75k/month tiers) and competitor analysis. Build a SaaS product with zero monthly cost.,15000,NGN,SaaS,Digital,
CRM System Template — Nigerian Business Edition,Complete CRM system template designed for Nigerian businesses. Includes customer profile template; sales pipeline tracker (Lead to Closed); lead sources tracker; follow-up schedule; customer satisfaction (NPS) tracker; monthly report template; CAC and CLV calculators; and daily sales dashboard. Works in Excel; Google Sheets; or Notion.,10000,NGN,Business Software,Digital,
Invoice Generator Template — Nigerian Edition with VAT & WHT,Professional invoicing system template with automatic VAT (7.5%) calculation; Withholding Tax (WHT) support; multi-currency support (NGN/USD/EUR/GBP); payment tracking; receipt generation; credit notes; recurring invoice scheduling; and invoice tracking dashboard. Includes Nigerian tax calculation guide and compliance checklist.,8000,NGN,Business Software,Digital,
Inventory Management System Template — Nigerian Retail,Complete inventory management system template for Nigerian businesses. Includes stock tracking; reorder alerts; supplier management; purchase orders; stock valuation (FIFO/LIFO/Weighted Average); barcode-ready product catalog; multi-warehouse support; and low stock reports. Designed for retail; wholesale; and manufacturing.,12000,NGN,Business Software,Digital,
HR Management Template — Nigerian SME Edition (PAYE & Pension),Complete HR management template for Nigerian SMEs. Includes employee records; payroll calculator with PAYE tax and pension (7.5%); NHF (2.5%); leave management; performance review template; attendance tracker; recruitment tracker; onboarding checklist; and disciplinary procedure guide. Compliant with Nigerian labour law.,15000,NGN,Business Software,Digital,
Accounting Software Template — Nigerian Tax Compliant,Complete accounting system template for Nigerian businesses. Includes general ledger; balance sheet; profit & loss statement; cash flow statement; bank reconciliation; accounts payable/receivable; trial balance; and financial ratios calculator. Supports VAT; WHT; and company income tax (CIT) calculations. Works in Excel or Google Sheets.,15000,NGN,Business Software,Digital,
Multi-Currency Wallet System — Complete Build Guide,Complete multi-currency wallet system design and build guide. Includes architecture for NGN/USD/EUR/GBP wallets; exchange rate integration; transfer logic; wallet security (encryption; 2FA); transaction history; KYC integration plan; and Paystack/Stripe payment integration. Full database schema and API design included.,25000,NGN,FinTech,Digital,
Payroll System Template — Nigerian PAYE; Pension & NHF,Complete payroll system template for Nigerian businesses. Includes PAYE tax calculation (2011 Act); pension (7.5% employee + 7.5% employer); NHF (2.5%); NSITF (1%); leave allowance; 13th month; gross-to-net calculator; payslip generator; and payroll summary report. Supports up to 500 employees.,12000,NGN,FinTech,Digital,
Subscription Billing System — Complete Build Guide,Complete subscription billing system design guide. Includes recurring payment logic; plan management (free/trial/basic/premium/enterprise); proration calculation; dunning management (failed payment retry); upgrade/downgrade logic; invoice generation; and Paystack/Stripe subscription integration. Full database schema and API endpoints included.,20000,NGN,FinTech,Digital,
Expense Tracker — Nigerian Business Edition,Business expense tracker template for Nigerian companies. Includes expense categories; receipt logging; mileage tracker; per diem calculator; approval workflow; budget vs actual comparison; monthly/quarterly/annual reports; and tax-deductible expense classifier. Works in Excel or Google Sheets.,8000,NGN,FinTech,Digital,
AI Customer Support Agent — Build & Deploy Guide,Complete build guide for creating an AI customer support agent. Covers NLP setup; intent detection; knowledge base creation; multi-channel deployment (WhatsApp; Telegram; Email; Web); escalation logic; sentiment analysis; and performance metrics. Includes source code examples and deployment guide.,15000,NGN,AI Agents,Digital,
AI Sales Agent — Lead Generation & Closing System,Complete build guide for an AI sales agent that can qualify leads; send follow-ups; generate quotes; negotiate pricing; and close deals. Includes lead scoring model; conversation scripts; objection handling library; CRM integration; and performance tracking. Source code and deployment guide included.,18000,NGN,AI Agents,Digital,
Crop Farming Calendar 2026 — 20 Crops; Monthly Guide,Complete crop farming calendar for Nigeria 2026. Covers 20 profitable crops (maize; cassava; rice; yam; tomato; pepper; onion; groundnut; soybean; watermelon and more) with planting dates; harvest timelines; yield per hectare; cost estimates; revenue projections; and ROI. Month-by-month planting and harvesting guide.,1500,NGN,Agriculture,Digital,
WhatsApp Business API Setup Guide — Nigeria,Complete WhatsApp Business API setup guide for Nigerian businesses. Covers WhatsApp Business App (free); Meta Cloud API (direct); and BSP options (Twilio; WATI; Interakt). Step-by-step setup; message templates; cost breakdown per message; automation ideas (order confirmation; payment reminders; FAQ bots); and website integration (click-to-chat; QR code; widget).,2500,NGN,Technology,Digital,
Weight Loss Tracker — 90 Day Nigerian Edition,90-day weight loss tracker with Nigerian diet plan. Includes calorie calculator; 7-day meal plan using local foods (moin moin; pap; egusi; jollof rice); weekly tracking template (weight; calories; water; steps); monthly measurement tracker; and 3-phase home workout plan (no equipment needed). Tips for portion control with Nigerian foods.,1000,NGN,Health,Digital,
Foundation Design Guide for Nigerian Buildings,Complete foundation design guide for Nigerian buildings. Covers strip foundation; raft foundation; pad foundation; pile foundation; and slab foundation. Includes soil types in Nigeria; load calculations; reinforcement details; and cost estimates for each type. Essential before starting any construction.,1500,NGN,Construction Tools,Digital,
Renovation Cost Calculator — Nigeria 2026,Complete renovation cost calculator for Nigerian homes. Covers kitchen; bathroom; living room; bedroom; and full house renovation. Includes material prices (July 2026); labor costs; timeline estimates; and DIY vs professional cost comparison. Perfect for homeowners and property investors.,2000,NGN,Construction Tools,Digital,
Property Management Template — Landlord Edition,Complete property management template for Nigerian landlords and property managers. Includes tenant tracking; rent collection log; maintenance request tracker; expense tracker; property inspection checklist; and financial summary. Works for single or multiple properties.,3000,NGN,Real Estate Tools,Digital,
Short-Let Business Guide — Airbnb Nigeria,Complete short-let (Airbnb) business guide for Nigeria. Covers setup costs; property requirements; furnishing checklist; pricing strategy; listing optimization; guest communication templates; cleaning management; and income projections for Lagos and Abuja. Includes legal requirements and NDPR compliance.,2500,NGN,Real Estate Tools,Digital,
Real Estate Marketing Playbook — Nigeria,Real estate marketing playbook for Nigerian agents and developers. Covers lead generation; social media marketing; property photography tips; virtual tours; WhatsApp marketing; email campaigns; and closing techniques. Includes 30-day marketing calendar and ad templates.,2500,NGN,Real Estate Tools,Digital,
No-Code Website Setup Guide for Nigerian Businesses,No-code website setup guide for Nigerian businesses. Build a professional website without coding using WordPress; Wix; or Carrd. Covers domain registration (.ng and .com); hosting setup; template selection; SEO basics; and payment integration (Paystack). Step-by-step from zero to live site in 2 hours.,2000,NGN,Technology,Digital,
Domain & Hosting Guide for Nigerians,Complete domain and hosting guide for Nigerians. Covers domain registration; choosing a hosting provider; DNS configuration; SSL certificates; email setup; and website migration. Includes comparison of Nigerian and international hosting providers with pricing. Perfect for beginners.,1500,NGN,Technology,Digital,
Nigerian Meal Planning Guide — 30 Days,Nigerian meal planning guide with 30 days of healthy; affordable meal plans. Uses locally available ingredients. Includes weekly shopping lists; preparation tips; nutritional breakdowns; and budget-friendly alternatives. Covers breakfast; lunch; and dinner for ₦2;000-5;000 per person per day.,1500,NGN,Health,Digital,
Home Workout Plan — No Equipment Needed,30-day home workout plan requiring zero equipment. Covers cardio; strength training; core workouts; and flexibility exercises. Each session is 20-30 minutes. Includes weekly progression; rest day schedule; and nutrition tips. Suitable for all fitness levels.,1000,NGN,Health,Digital,
Notion Business Dashboard Template for SMEs,Notion business dashboard template for Nigerian SMEs. Includes project management; CRM; task tracker; meeting notes; content calendar; financial tracker; and goal setting. Pre-built and ready to use. Works on free Notion account. Includes video setup guide.,2000,NGN,Technology,Digital,
Snail Farming Business Guide — Heliculture,Low-cost; high-profit snail farming (heliculture) guide. Startup from ₦80;000 with 50 breeder snails. Covers 4 housing options (trench; tyre; wooden box; free-range); feeding (nearly free using leaves and fruits); breeding cycle (50 snails to 4;200+ in 12 months; 1;900% ROI); environmental requirements; and marketing channels including export.,1500,NGN,Agriculture,Digital,
Tenancy Agreement Template — Nigeria,Ready-to-use legal tenancy agreement template for Nigerian landlords and tenants. 12 articles covering duration; rent; deposits; maintenance responsibilities; utilities; access; prohibited activities; termination; and renewal. Includes inventory checklist and meter readings section. Just fill in the blanks.,2000,NGN,Real Estate Tools,Digital,
Electrical Installation Guide for Nigerian Homes,Complete guide to electrical installation for Nigerian homes. Covers wiring types; cable sizing; conduit installation; consumer unit setup; lighting circuits; socket circuits; safety devices (RCCB; MCB); grounding; and inspection checklist. Includes material list with current prices.,2000,NGN,Construction Tools,Digital,
Plumbing Installation Guide for Nigerian Homes,Complete plumbing installation guide for Nigerian buildings. Covers water supply systems; drainage systems; pipe sizing; fixture installation (WC; basin; sink; shower); septic tank design; water tank setup; and pressure testing. Includes material list with current prices and common mistakes to avoid.,2000,NGN,Construction Tools,Digital,
Tiling & Flooring Complete Guide,Complete tiling and flooring guide for Nigerian buildings. Covers tile types (porcelain; ceramic; vitrified; terrazzo); subfloor preparation; tile laying techniques; grouting; sealing; and finishing. Includes cost calculator; tools checklist; and pro tips for perfect results.,1500,NGN,Construction Tools,Digital,
Roofing Types & Cost Guide for Nigeria,Complete roofing guide for Nigerian houses. Covers roofing types (long span aluminum; stone coat; shingle; thatch); cost comparison per sqm; rafter design; gutter installation; ceiling types (PVC; POP; asbestos); and waterproofing. Includes contractor pricing and DIY tips.,1500,NGN,Construction Tools,Digital,
Budget Planner Template — Nigerian Context,Complete budget planner template designed for Nigerian income earners. Monthly and annual budget sheets; expense categories (food; transport; rent; school; healthcare; etc.); savings tracker; debt tracker; and financial goals worksheet. Includes the 50/30/20 rule adapted for Nigerian context with VAT and tax calculations.,1500,NGN,Finance,Digital,
Stock Market Beginners Guide — NGX 2026,Beginner-friendly guide to investing in the Nigerian Stock Exchange (NGX). Covers how to open a brokerage account; understanding stock charts; fundamental analysis of Nigerian companies (Dangote; MTN; GTCO; Zenith Bank); dividend investing; and portfolio strategy. Includes top 20 NGX stocks to watch in 2026.,2000,NGN,Finance,Digital,
Crypto Investment Guide for Nigerians,Practical crypto investment guide for Nigerians. Covers how to buy crypto with Naira (Binance; Quidax; Bundle); Bitcoin vs altcoins; wallet security; staking; DeFi basics; and risk management. Includes Nigerian tax considerations; scam warning signs; and a starter portfolio for ₦50;000.,2000,NGN,Finance,Digital,
Savings Challenge Tracker — 52 Week,52-week savings challenge tracker. Start with ₦100 in week 1 and increase by ₦100 each week. Save ₦137;800 in one year. Includes 3 challenge variations (ascending; descending; fixed amount); monthly progress tracker; and tips for staying consistent. Perfect for Nigerian salary earners and business owners.,1000,NGN,Finance,Digital,
Import/Export Business Guide — Nigeria,Complete import/export business guide for Nigeria. Covers product sourcing (China; Dubai; Turkey); shipping methods (air; sea; land); customs clearance; SONCAP and NAFDAC requirements; import duties calculation; finding buyers; and payment methods. Includes 20 profitable products to import/export in 2026.,3000,NGN,Finance,Digital,
Grant Application Template Pack for SMEs,Complete grant application template pack for Nigerian SMEs. Includes cover letter template; project proposal template; budget template; and supporting document checklist. Covers major Nigerian and international grants: Tony Elumelu Foundation; BOI; SMEDAN; World Bank; and AfDB. Tips for writing winning applications.,2500,NGN,Finance,Digital,
JAMB/UTME Prep Pack — 500+ Practice Questions,JAMB/UTME preparation pack with 500+ practice questions across Mathematics; English; Physics; Chemistry; and Biology. Includes study schedule; subject combination guide; tips for scoring 300+; and common mistakes to avoid. Designed for 2026/2027 UTME candidates.,2500,NGN,Education,Digital,
Scholarship Application Guide — Local & International,Complete scholarship application guide for Nigerian students. Covers local scholarships (NNPC; Shell; Chevron; MTN; Agip) and international scholarships (Chevening; Fulbright; DAAD; MasterCard Foundation). Includes application timeline; essay templates; recommendation letter guide; and interview preparation tips.,1500,NGN,Education,Digital,
CV/Resume Templates for Nigerian Jobs — 10 Designs,10 ATS-friendly CV/resume templates designed for the Nigerian job market. Includes templates for graduates; experienced professionals; career changers; and tech roles. Each template is editable in Word and Google Docs. Includes cover letter templates and LinkedIn optimization tips.,2000,NGN,Template,Digital,
Study Abroad Guide — Step by Step,Complete study abroad guide for Nigerian students. Covers choosing a country (USA; UK; Canada; Germany; Australia); university application process; visa requirements; scholarship opportunities; IELTS/TOEFL preparation; and budget planning. Includes step-by-step timeline from research to departure.,2500,NGN,Education,Digital,
Poultry Farming Complete Guide — Nigeria 2026,Complete poultry farming guide for Nigerian farmers. Covers broiler production (100-500 birds with cost breakdowns); layer production (500 birds; 146% ROI); vaccination schedule; disease prevention; feed management by growth stage; housing construction; and marketing channels. Includes top feed suppliers and breed selection.,2000,NGN,Agriculture,Digital,
Fish Farming Setup Guide — Catfish & Tiliba,Complete catfish and tilapia farming setup guide. Covers 5 farming systems (concrete pond; earthen; plastic tank; tarpaulin; biofloc); 6-month cost breakdown for 1;000 fish (41% ROI); feed management by growth stage; water quality parameters; breeding and hatchery setup; disease prevention; and marketing channels.,2000,NGN,Agriculture,Digital,
Construction Project Management Template — Complete Tracker,Complete project management tracker for Nigerian construction projects. Includes 10-phase timeline (Foundation to Handover); material tracking sheet; labour tracking sheet; payment schedule; and daily site log. Tracks budget vs actual costs at every stage.,3500,NGN,Construction Tools,Digital,
Bill of Quantities (BOQ) Template — Nigerian Construction,Professional Bill of Quantities template with detailed cost breakdown for a 3-bedroom bungalow. Includes 9 sections (Substructure; Superstructure; Roofing; Doors; Electrical; Plumbing; Tiling; Painting; External); material quantities; unit rates; and 10% contingency calculation. Standard Nigerian construction format.,3000,NGN,Construction Tools,Digital,
Complete Bungalow Plans Collection — 6 Designs,6 complete bungalow house plans: 2-bed compact (65sqm); 2-bed modern (85sqm); 3-bed standard (120sqm); 3-bed open plan (135sqm); 4-bed family (165sqm); and 4-bed luxury (220sqm). Each includes floor layout; room dimensions; material list; cost estimates (Basic/Standard/Luxury); and construction timeline. Prices from ₦11.7M to ₦110M.,5000,NGN,Construction Tools,Digital,
